transaction_id,name,date,amount,currency,account_id,category_id,excluded,notes,transaction_type,created_at,updated_at,last_synced_at
f591416d-e461-466d-95c3-6d83718fa45f,bU1C1LEH6oMNU3G,2024-05-18 09:58:11,786,JPY,875d033a-17f6-4355-9f8c-f747002bbdb7,3b8b22f8-c590-4543-9152-1cdb1230ec9b,false,bHhA6bH7i0vvZd9wSNIu,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
7d38ea6e-53ba-43c6-87a6-5ecb3a5b29dd,YA3QbUsHN6ahuS4,2024-05-18 09:58:11,3946,JPY,875d033a-17f6-4355-9f8c-f747002bbdb7,4062491d-8854-4866-8f4c-eaf2a1ca3161,false,X29dek5l1PnCxhE6Ik33,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
deb797f9-27b8-4b9f-b267-c0390d67e2d8,kulPoeOFW4lEzKK,2024-05-18 09:58:11,1068,JPY,875d033a-17f6-4355-9f8c-f747002bbdb7,a2c094f8-be0a-4cfe-aa89-dd42f7124e22,false,0Cfv3mCPbf1fVy7eGLxG,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
57be91e0-171a-485a-bb4e-5869e81d00c2,72U9jZw8AjyxSEX,2024-05-18 09:58:11,3183,JPY,875d033a-17f6-4355-9f8c-f747002bbdb7,d96f856f-afcf-450a-9ec5-e17027d5cf6d,true,4MQYI4HI9lyfPAipWeEk,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
fdc53f4e-9add-4434-9ba0-99799d17e9f7,G45n44auidKGiRp,2024-05-18 09:58:11,3429,JPY,875d033a-17f6-4355-9f8c-f747002bbdb7,99d482ec-88dd-454b-aadc-770150cd8a94,false,otuRguqobaT5TBGxg7ty,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
58459b09-a410-4d92-92db-ecc541f662a9,fE9Ijttz9MKln0w,2024-05-18 09:58:11,669,JPY,875d033a-17f6-4355-9f8c-f747002bbdb7,3da38d11-fecb-47ef-8a24-fae6d828628c,false,DZ3kTLbEYx0UFRGU4FgY,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
0cfa98b7-e11a-4efa-a1ca-7d59dd3c147f,dyK26EKxYB8YX23,2024-05-18 09:58:11,166,JPY,875d033a-17f6-4355-9f8c-f747002bbdb7,3b8b22f8-c590-4543-9152-1cdb1230ec9b,false,8NTazlF1rBYXzS3XVR9B,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
0bfbe46c-800b-439f-9044-8dbfefd4ccb4,FCslEe0UwOuz3xs,2024-05-18 09:58:11,6809,JPY,875d033a-17f6-4355-9f8c-f747002bbdb7,b18d0de9-8fe1-4f81-aa32-6480250bf7f6,false,ctAkKRwF9umqTolRgelS,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
e96d0727-ac0b-41a2-9e5b-469dedf5478b,mfQlx9kBqgWDnRc,2024-05-18 09:58:11,468,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,3b8b22f8-c590-4543-9152-1cdb1230ec9b,true,UvBEOwNAZwe6F1QgxYau,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
aa9229db-664d-46e7-b356-ad860a212fa3,ENryn8jR9cPGwtq,2024-05-18 09:58:11,4642,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,59259c05-d5fc-433a-ab1d-f9bd719ffdff,false,81RycTkbYbeai7Tpt6hq,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
5c11cf96-9670-4f55-a617-0026d9ff26b1,XJvlESb9dpyUuvS,2024-05-18 09:58:11,3400,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,170cda47-ea29-46f3-ba35-45488f47070c,false,c8MPZWvf7TEwGk0B7PL6,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
05aa1451-c707-4e11-9efd-86bbcc4c24e5,n24imp40CP7H1CV,2024-05-18 09:58:11,117,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,2b86d831-9294-49d8-ae3e-d6825d8cb78d,false,L59eLxRBRt11BQnrVmn6,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
c9b6c56c-4fa0-40d7-b5a5-05b29e91f598,hZ85wdQ3N2SRa0q,2024-05-18 09:58:11,2058,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,4062491d-8854-4866-8f4c-eaf2a1ca3161,true,iydzMoVmVqJzY51YCYlk,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
7718b7c9-d3f8-470e-8082-28c209cb9876,ZUxfMxhkGMBs4yM,2024-05-18 09:58:11,4182,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,8004f61d-1744-4acf-b95c-3e516df0d6ac,false,hqODZk0ASsfuCOkZZCpF,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
fa9ef128-d019-47af-9ca0-9f0d502ea328,pDAdzNCQlQXyUjw,2024-05-18 09:58:11,1077,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,b9f4a6dc-6d5a-4d58-8a25-979f0273e932,true,VxvlWYn9WqyywJma0TH8,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
f862bcad-515e-4938-8d49-bb0b680688a0,DmCXJOilP6DUfDr,2024-05-18 09:58:11,3384,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,acb913cb-2765-48a8-9cfe-0b3cc991ad53,true,bxOgVBf4zOmcZ5td6lwV,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
1555f2cc-cc58-4b1a-b39b-df12d120c1ab,pI0892XnmqbAb3L,2024-05-18 09:58:11,7677,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,cea224d2-faf8-4343-a1ed-93e78476cfff,false,8M1IojM6gZWK6hS9ZBBV,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
dc13bece-3c64-4c4e-8cbb-c9bcc0755c66,nXx1mSoAb7O8smE,2024-05-18 09:58:11,4922,USD,97e8f774-b6ad-47f7-9b91-a0cb8a3471d4,25316c9b-bf12-463d-9065-15d1c5a650e0,true,Fk72MGqof8CLkBfpKFbl,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
c4568adc-fa7a-40f4-87d7-f9af84fbf8b3,VsW3CRdadG9R4Ej,2024-05-18 09:58:11,4078,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,4062491d-8854-4866-8f4c-eaf2a1ca3161,true,vKZDmxLQ6rXmR8qHhMmq,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
e99c93c4-022f-4bf0-9a1c-c7e9d75d0357,pzKQkxfIMVM85t3,2024-05-18 09:58:11,3355,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,5b3f1c8a-e1ce-47e4-9932-7bb1bcfbca80,true,L44ODIWOLLpHgeFyorbQ,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
3e1c0376-6364-4295-9a29-ff0005d006b5,NooNa6naDTUK8XZ,2024-05-18 09:58:11,5934,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,acb913cb-2765-48a8-9cfe-0b3cc991ad53,false,hBwMVnFleTymCwUuvO7V,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
a56b3a7a-e33f-42ff-9811-cb25c8d2d1bd,TDxjyRRcoeYqYsZ,2024-05-18 09:58:11,7780,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,d96f856f-afcf-450a-9ec5-e17027d5cf6d,true,IW70rZM5MyZ9G8nXE91K,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
1933704e-4d7a-4ef7-880c-dba210cd43a6,WW97UIgO7uDI8fD,2024-05-18 09:58:11,5178,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,7f478e63-38ad-4133-a632-7daee1c99de7,false,LZBWEl74VLtfNOfgOBJm,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
89886323-4299-4ed4-808e-576824fe070f,tYYxiAZuEElSCuQ,2024-05-18 09:58:11,81,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,f80bbda8-6c3d-47aa-a0cd-5f85556777c7,false,OCOTtkDbBvK3p1nm833E,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
22ca6d68-74b9-4c67-9b43-450710078467,i2S2IH7KgAzWJFj,2024-05-18 09:58:11,7376,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,75f8c8f8-5161-4bbc-abba-d39076d3f8fe,false,dw6J8NwFxYCAEfzolsuY,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
5afebaa3-56d2-4ed0-9440-b43d9d3abbb4,4sKkrEU0vZG4NiL,2024-05-18 09:58:11,4934,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,64da1c06-7fe6-4885-b54e-0733e62af3b5,false,FnoUrSjtFhhFY30XksJ4,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
47d82693-be3b-420d-9fb5-5a200aeefe78,9RwaAO1v9clWD0K,2024-05-18 09:58:11,3186,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,de282cb9-3b66-4ebb-871a-a5422da779da,false,Jdhg5YkgfS5gmi07zi5e,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
685d5ab0-349a-4c39-a3b6-b3bbdf81b662,oBgHsx8CHPnc1q0,2024-05-18 09:58:11,2706,EUR,3b21c4aa-1b97-4924-b2e3-d49e062d8ceb,b9f4a6dc-6d5a-4d58-8a25-979f0273e932,true,rddPGKXyhQPy6ajYzASa,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
4549a738-8c94-4bf8-ade7-c1c4d15d75d1,kzHzfn0mHmkNOp4,2024-05-18 09:58:11,462,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,6075cce4-d795-41c3-a450-3f513b508060,true,TqatJuc3NnRDnFkhTS0E,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
cfc0833d-b818-4cad-a4c9-9488003a8890,3VIDCfRt3VQUywx,2024-05-18 09:58:11,7518,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,fe041965-c5ca-4a66-901a-bc06be234685,false,fTMqMo9cGSUbijOBNBO2,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
7278ad2c-9ac2-4e0a-b0f7-18451415282b,rzCUKhDZ4QGhu2l,2024-05-18 09:58:11,9592,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,a82d67a6-fcc9-40e4-8e15-599714a7c928,true,Pi361rhmaXIqINHP7Siy,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
3aeada79-4399-4a8e-b398-f848a43fe853,DGro47JCfnifjtM,2024-05-18 09:58:11,9182,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,acb913cb-2765-48a8-9cfe-0b3cc991ad53,false,qtOsOQsxNqZrhOAJO3kz,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
5f1212ca-18db-4fad-b693-7a25cc059a76,POcGGmZgcwySS3j,2024-05-18 09:58:11,167,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,61c4c32d-658b-4511-88ec-48e25ba92950,true,xJxfobLRcpCq9omnBv4g,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
57d5866f-302b-46ba-a04d-13cb49720571,3aQBIoYOdxgOjiD,2024-05-18 09:58:11,3409,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,0b74b3d7-f833-4cef-8899-daa3dfa861b8,true,7NLpeO0krHPkfk7JafYs,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
a7bfb649-ee65-4c20-8d23-4d8f1ada6960,5M3bFbKZ5fSfz1r,2024-05-18 09:58:11,7475,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,84b942c0-7700-45af-b2b6-a6937255a9d8,false,bS8TZlRovPE07fVOSpCy,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
43e6dcb3-4436-4102-8921-a8336de37b87,wxXaQFbkZliMf6A,2024-05-18 09:58:11,3797,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,054bf055-c965-4f0a-95fa-ba0ec58b82c6,false,7aAvKkEY3aZqJVG8PoWS,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
1ce4b97c-187d-43b0-b91b-7dea3a6f4e2d,7yB7f6g90t9aldR,2024-05-18 09:58:11,4862,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,8004f61d-1744-4acf-b95c-3e516df0d6ac,false,E0S2pdEntAEf17dufTW9,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
7d8bd23e-bbf8-44dc-935c-9f710679edb7,CFKxf26ibcqNVat,2024-05-18 09:58:11,6071,EUR,805b2fbb-95aa-4f4f-a45c-b1cdbc6a3fb0,b18d0de9-8fe1-4f81-aa32-6480250bf7f6,true,PHM33fdnixER2zkhsk6T,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
32f2dffa-3d4d-428f-b91e-7d22b0dc3c35,j4nnM2vQZtykRqY,2024-05-18 09:58:11,5572,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,3b8b22f8-c590-4543-9152-1cdb1230ec9b,false,8SrURyGhY6be1aRTmgnG,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
97ddb505-8c4c-48f2-b3db-3dcc43a56857,YzRXG4PbNP2fL64,2024-05-18 09:58:11,8473,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,fc8882e3-72ab-4931-a281-ecd97139cbac,false,PqktrA0Nl6t3Sk6Mee9N,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
c9022c1f-9a20-48da-adb3-f5dd75790549,1lHOclNh6qZTyF8,2024-05-18 09:58:11,2337,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,84b942c0-7700-45af-b2b6-a6937255a9d8,false,XJTAIYOaVexXc4srLK2t,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
c00953c4-348c-4cb0-84e6-0382a938c67d,49ZwbZ4v3TlQRCd,2024-05-18 09:58:11,574,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,75f8c8f8-5161-4bbc-abba-d39076d3f8fe,false,heSQZFFl70qAT1OdHOw2,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
25b916a3-fb5d-455a-b0b2-f3ae4627a373,Jz7wzmnxHzjYAoi,2024-05-18 09:58:11,4328,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,7f478e63-38ad-4133-a632-7daee1c99de7,true,FgngG4Hf8LOSpnu3bkji,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
81931830-3bff-434d-b9f2-edb10d0aae11,vvUUbAJN4XdK5Co,2024-05-18 09:58:11,1544,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,6075cce4-d795-41c3-a450-3f513b508060,false,d8UBOQed0AonSn8fj4Hs,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
26f25e54-4115-4bd3-9d8c-67056574448e,9M1Dx6Amyz3oWQG,2024-05-18 09:58:11,5153,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,054bf055-c965-4f0a-95fa-ba0ec58b82c6,true,tRIf7OtSPWjKnMn3cVqn,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
0e18af0e-9610-4e08-9df7-af8f1a64b009,4iXDu06AyC1K0n8,2024-05-18 09:58:11,2385,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,64da1c06-7fe6-4885-b54e-0733e62af3b5,true,qw3SHPuZsBXhhZUHPyRI,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
27ce163e-a0d1-4f74-9a2e-ac8922e8de31,sshxCpJNn1yTuBF,2024-05-18 09:58:11,8055,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,906af241-645a-4afb-91d9-cf71021d40d0,false,717envpRGI5wdVepIXWC,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
d6ac1b76-fa01-4347-82c0-78b0b1ac529e,MaXu8M3OiaquqBd,2024-05-18 09:58:11,5280,EUR,59dd4a11-8d90-4099-8d67-0462a01dacec,0b74b3d7-f833-4cef-8899-daa3dfa861b8,true,Ja2fv0HOSHLyS0p9qKKY,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
6b1a9a10-19b2-469b-832e-5743ea78bbc8,3ggsdVfLeTFjC1U,2024-05-18 09:58:11,5977,GBP,31ec8b95-5d93-4c91-bc28-ded66b3bb42f,9634a624-5820-4cdf-9c04-fb6807a0a993,true,h3SYbNVFSD3uLsCKIueW,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
38722f31-0416-4e11-a7d5-fe957431bf75,jdJARyiCR1WFf8h,2024-05-18 09:58:11,1052,GBP,31ec8b95-5d93-4c91-bc28-ded66b3bb42f,af039d64-0910-4a8c-872c-9497a99afcb1,false,uL0AKj8Wlu30vUQEHxj5,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
7332f966-374a-4a62-8f64-406e8a9c6582,JY8sbbSZ57GAgzT,2024-05-18 09:58:11,2769,GBP,31ec8b95-5d93-4c91-bc28-ded66b3bb42f,b18d0de9-8fe1-4f81-aa32-6480250bf7f6,true,0hLczJdudorwQlYoMiG7,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
31329ed4-fcf5-410d-b95d-db319b8a8d3d,3RiBTkBCr7KOzkO,2024-05-18 09:58:11,6642,GBP,31ec8b95-5d93-4c91-bc28-ded66b3bb42f,84b942c0-7700-45af-b2b6-a6937255a9d8,false,WwLLfw8eg0WxMVDsIVUi,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
446940a0-bdb5-481f-afb5-7ffd09b73177,Khyt04MxvsQasIV,2024-05-18 09:58:11,6162,GBP,31ec8b95-5d93-4c91-bc28-ded66b3bb42f,b18d0de9-8fe1-4f81-aa32-6480250bf7f6,false,JCyFF7u8NCvIKX7R7TjL,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
60b83771-15dc-4636-8a2f-8bfed4bc4dc3,xYuAgTIfC6jts2w,2024-05-18 09:58:11,1502,GBP,31ec8b95-5d93-4c91-bc28-ded66b3bb42f,cea224d2-faf8-4343-a1ed-93e78476cfff,false,dJ4jclWvwGFaOh9i9FdK,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
5f29fe55-9f1c-445e-b169-28eda345b801,mlmzcjVN24lrIzZ,2024-05-18 09:58:11,5214,GBP,31ec8b95-5d93-4c91-bc28-ded66b3bb42f,42844d08-221a-4538-a7bd-283a27b0e5e2,false,hpM7BVhR7y348JJwWpId,outflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
e0d65781-de21-4e04-a185-95bfe7d7cf00,q9kLahkw3QsQf5Q,2024-05-18 09:58:11,2376,GBP,31ec8b95-5d93-4c91-bc28-ded66b3bb42f,906af241-645a-4afb-91d9-cf71021d40d0,false,rtFegE4uUjnCtm9PRsD6,inflow,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
