recurring_transaction_id,user_id,amount,category_id,description,frequency,created_at,updated_at,last_synced_at
f0939338-ff49-4dc6-bd59-b4d72f36642f,f433bdf4-3194-41e3-b08d-8fdb20774849,1480,054bf055-c965-4f0a-95fa-ba0ec58b82c6,UfJz3qSFpxNgAnWxYRif,74,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
106a2234-fbe2-43f5-ace1-6886e970f9d0,a88210e0-b0d0-411d-92ad-f60f1404a714,2214,25316c9b-bf12-463d-9065-15d1c5a650e0,dLPfg38m6zsZE0RUvPrX,68,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
04b37c48-a9a7-4eac-9800-d78738a1a23d,a88210e0-b0d0-411d-92ad-f60f1404a714,2676,bb634e5d-8bbb-4364-8861-2675d701a606,02LABW5gAuNLTRI46rGz,65,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
5d694ffb-1823-431e-950d-c21e85458205,0a9ebaa1-8f21-40f1-9070-bd5786ae6f83,4263,b9f4a6dc-6d5a-4d58-8a25-979f0273e932,7U3vtNra3DyyY5ffedRR,81,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
3c98e32f-0b8c-43d4-be8a-e70359abac48,0a9ebaa1-8f21-40f1-9070-bd5786ae6f83,4243,3b8b22f8-c590-4543-9152-1cdb1230ec9b,xJ7Ml7488AJ13K7QBqSf,25,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
7306c61e-94d8-411e-9eaa-94051779e329,582e153e-33ca-4ef0-9733-59949e9ada2a,1630,af039d64-0910-4a8c-872c-9497a99afcb1,ALbRXgOdNHgv5D7mgHUG,66,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
9c8852a5-c6f9-4c47-9f4b-36aaf1cc7bff,582e153e-33ca-4ef0-9733-59949e9ada2a,659,3da38d11-fecb-47ef-8a24-fae6d828628c,VQOFzujuxsxvSEN2mZdO,11,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
9cdeaac0-38bc-4b59-a769-6058c264b78e,f3d2e076-8b22-481d-a1df-59eed483e57a,4773,054bf055-c965-4f0a-95fa-ba0ec58b82c6,xm00gieBQxTvJSgJhaf4,83,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
d7904dc8-1f29-460d-9613-806a7b40e9a5,f3d2e076-8b22-481d-a1df-59eed483e57a,1660,4062491d-8854-4866-8f4c-eaf2a1ca3161,LBJ0CUi7PUHjOEvypXqK,21,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
e8338dcb-23d3-4fb1-a5c8-90da2002823c,663c62e6-25c6-4154-8997-d6884fc9a21a,182,8004f61d-1744-4acf-b95c-3e516df0d6ac,dueEZeyPP0YHgagdg8RN,37,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
21583715-072d-4411-9c53-422a56c94c28,663c62e6-25c6-4154-8997-d6884fc9a21a,4571,3da38d11-fecb-47ef-8a24-fae6d828628c,cKFsxLUpUkZWcQN8u0ZR,36,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
a3da0046-a888-4a96-9520-2a43f436b3cc,0b0711fd-d1fb-42f7-acc7-464f3e1445a9,4887,170cda47-ea29-46f3-ba35-45488f47070c,mGyr1dcmylcDryopGXXb,65,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
8e1d0b74-c3d4-4651-ad56-5e681fb6b277,0b0711fd-d1fb-42f7-acc7-464f3e1445a9,4615,a82d67a6-fcc9-40e4-8e15-599714a7c928,Ch3EJ4JLhl1EPbeNbMoC,11,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
39eced58-1d5b-4dd4-ae8c-53ad7771bd47,418aeeac-5620-4b74-9337-f408f070ac2c,4279,61c4c32d-658b-4511-88ec-48e25ba92950,qyDymm3w5a9ZCj0i2Qgx,7,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
0c3415e3-21f3-40f9-919f-9981ef9ccf89,418aeeac-5620-4b74-9337-f408f070ac2c,3030,6075cce4-d795-41c3-a450-3f513b508060,4KbJWtRF05raESHZXMyn,8,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
